img_hash_str	image_path	image_info	image_human
c6c52916c0fbcd9a	data_image/hurricane_irma/18_9_2017/909725041650229248_0.jpg	informative	other_relevant_information
b59a5c843199bba5	data_image/california_wildfires/16_10_2017/920000844317282304_0.jpg	informative	affected_individuals
feaec6440ab7a509	data_image/hurricane_irma/18_9_2017/909841237493956608_0.jpg	informative	infrastructure_and_utility_damage
ab85d19965f14077	data_image/hurricane_maria/20_9_2017/910546529877979137_0.jpg	informative	other_relevant_information
a4c3cc51bcd9a74c	data_image/srilanka_floods/23_6_2017/878326464734609408_0.jpg	not_informative	not_humanitarian
9e936c31ecb43c64	data_image/srilanka_floods/1_6_2017/870277875861037060_0.jpg	not_informative	not_humanitarian
f2577ae6ce498482	data_image/california_wildfires/17_10_2017/920352459297558529_0.jpg	informative	affected_individuals
f8e28b0de4383367	data_image/mexico_earthquake/24_9_2017/911854728954486784_0.jpg	informative	rescue_volunteering_or_donation_effort
838b1d53314ea3dd	data_image/hurricane_irma/7_9_2017/905630791111237636_0.jpg	informative	other_relevant_information
ffc4058b7a3a948c	data_image/hurricane_harvey/19_9_2017/909972333711974400_0.jpg	not_informative	not_humanitarian
83b1334c5d61f2dc	data_image/mexico_earthquake/20_9_2017/910540541552623616_1.jpg	informative	affected_individuals
d6d6873d09c0d33a	data_image/hurricane_maria/28_9_2017/913411649918390273_0.jpg	informative	infrastructure_and_utility_damage
f283838fce5c8e31	data_image/california_wildfires/10_10_2017/917836387155677185_0.jpg	informative	other_relevant_information
a373cdcc49736348	data_image/srilanka_floods/6_6_2017/871995437447876608_0.jpg	not_informative	not_humanitarian
b58595d24aecf924	data_image/hurricane_irma/18_9_2017/909740256290918400_0.jpg	informative	other_relevant_information
b184f8fa4a4f0d27	data_image/hurricane_maria/20_9_2017/910587509964464128_0.jpg	informative	infrastructure_and_utility_damage
d105c4c8c6e6e97d	data_image/hurricane_maria/26_10_2017/923599423460073473_0.jpg	not_informative	not_humanitarian
fbf8850f127e6043	data_image/hurricane_irma/17_9_2017/909382682613813248_0.jpg	not_informative	not_humanitarian
9deda49393ea2854	data_image/hurricane_maria/24_9_2017/911789292116217856_0.jpg	informative	infrastructure_and_utility_damage
f9d81c66e263b20e	data_image/hurricane_irma/18_9_2017/909688200800669696_0.jpg	informative	other_relevant_information
eb35c8c1363eb4c8	data_image/hurricane_harvey/17_9_2017/909414165047054338_0.jpg	not_informative	not_humanitarian
cc1d31e02766f333	data_image/hurricane_maria/11_11_2017/929165485756768256_0.jpg	not_informative	not_humanitarian
a706e1b968de2aca	data_image/california_wildfires/16_10_2017/919730693285986304_2.jpg	informative	rescue_volunteering_or_donation_effort
80808d397ff14adf	data_image/hurricane_harvey/5_9_2017/905024569009999872_0.jpg	not_informative	not_humanitarian
816e45d63d8b7c83	data_image/srilanka_floods/7_6_2017/872361398466162693_0.jpg	not_informative	not_humanitarian
d296c3e41c29ed96	data_image/hurricane_maria/27_10_2017/923807511592910848_0.jpg	informative	affected_individuals
bf83d19a989c6269	data_image/hurricane_harvey/3_9_2017/904289302946906113_0.jpg	informative	infrastructure_and_utility_damage
ea956444717cfa23	data_image/hurricane_harvey/13_9_2017/907789942197293057_0.jpg	informative	rescue_volunteering_or_donation_effort
8cac0e8a3953d3be	data_image/hurricane_harvey/3_9_2017/904389372719448064_0.jpg	not_informative	not_humanitarian
d1d1c9ec2e2e0e1b	data_image/hurricane_irma/18_9_2017/909916266911150080_0.jpg	informative	infrastructure_and_utility_damage
bac836cec5b1d00f	data_image/hurricane_harvey/10_9_2017/906985827317710848_0.jpg	not_informative	not_humanitarian
f2f2c0d56d348749	data_image/hurricane_maria/22_10_2017/921918544194846721_0.jpg	informative	rescue_volunteering_or_donation_effort
f597cc305a2f1865	data_image/hurricane_harvey/16_9_2017/908883051152793600_1.jpg	not_informative	not_humanitarian
e26295a5357bd162	data_image/srilanka_floods/1_6_2017/870106961584508929_0.jpg	informative	other_relevant_information
95699a3664f08ef4	data_image/hurricane_irma/19_9_2017/910255975050956801_0.jpg	not_informative	not_humanitarian
9838430727ca3fd7	data_image/mexico_earthquake/25_9_2017/912298354956259334_0.jpg	not_informative	not_humanitarian
994866539d4d5bb4	data_image/hurricane_maria/20_9_2017/910532894577299458_0.jpg	informative	other_relevant_information
eb5a16259a2ae5ca	data_image/hurricane_irma/19_9_2017/910178993122529281_0.jpg	not_informative	not_humanitarian
b036cbc9ce09cec9	data_image/srilanka_floods/7_6_2017/872564270457802752_3.jpg	not_informative	not_humanitarian
a489bd0ee134c33f	data_image/california_wildfires/24_10_2017/922709469246709760_0.jpg	informative	rescue_volunteering_or_donation_effort
968d390ed6526b71	data_image/hurricane_harvey/13_9_2017/908103171444297729_0.jpg	not_informative	not_humanitarian
e625d91ab6fd4142	data_image/hurricane_harvey/6_9_2017/905538317525114882_0.jpg	not_informative	not_humanitarian
de9ded28ddec8080	data_image/hurricane_irma/19_9_2017/910259646316900352_1.jpg	not_informative	not_humanitarian
b7acf47ca660d608	data_image/hurricane_harvey/7_9_2017/905614378052968448_0.jpg	informative	rescue_volunteering_or_donation_effort
ca99f12eb4754923	data_image/hurricane_harvey/27_8_2017/901655097293377536_2.jpg	informative	infrastructure_and_utility_damage
c0066fb9170977f8	data_image/california_wildfires/16_10_2017/919735168121761792_0.jpg	not_informative	not_humanitarian
e4db19f51868f88c	data_image/california_wildfires/10_10_2017/917871713823502336_0.jpg	informative	infrastructure_and_utility_damage
e219bc471760ccbb	data_image/california_wildfires/11_10_2017/917960931715330048_0.jpg	not_informative	not_humanitarian
949a2be9e465a726	data_image/hurricane_harvey/4_9_2017/904528907067686912_0.jpg	not_informative	not_humanitarian
fb03812bac7e3a85	data_image/hurricane_harvey/7_9_2017/905692696953712641_0.jpg	not_informative	not_humanitarian
80f9f58094cab76d	data_image/iraq_iran_earthquake/13_11_2017/930014337552367617_0.jpg	informative	affected_individuals
ff78f265f2408162	data_image/hurricane_harvey/13_9_2017/907788481719611392_0.jpg	not_informative	not_humanitarian
f8d5f80b88aa077c	data_image/mexico_earthquake/27_9_2017/913175482295738368_0.jpg	not_informative	not_humanitarian
d0291ead2bd62bd2	data_image/hurricane_harvey/5_9_2017/905042336727658496_1.jpg	informative	other_relevant_information
9ff00f83708f708e	data_image/california_wildfires/12_10_2017/918279475917332480_0.jpg	not_informative	not_humanitarian
a9595b439424cb7b	data_image/hurricane_harvey/12_9_2017/907648716491841536_0.jpg	informative	rescue_volunteering_or_donation_effort
da380478e0cf3db3	data_image/hurricane_harvey/7_9_2017/905856140742762496_0.jpg	informative	rescue_volunteering_or_donation_effort
85a9781d3f5345e4	data_image/hurricane_harvey/9_9_2017/906656481717579776_0.jpg	not_informative	not_humanitarian
c0c02f5a552f32bf	data_image/hurricane_irma/18_9_2017/909902152277139456_1.jpg	informative	other_relevant_information
91a19e7f3790d8a2	data_image/hurricane_harvey/9_9_2017/906499211855847424_2.jpg	informative	rescue_volunteering_or_donation_effort
d0956e4b2f64d04f	data_image/hurricane_harvey/3_9_2017/904297041618198528_0.jpg	not_informative	not_humanitarian
e44df164a65886bb	data_image/hurricane_maria/23_9_2017/911610777735491585_0.jpg	informative	other_relevant_information
8cc68b92accc3a7b	data_image/california_wildfires/21_10_2017/921743270434177024_0.jpg	not_informative	not_humanitarian
9090f3e3cccca3e3	data_image/california_wildfires/16_10_2017/919871048652394496_0.jpg	not_informative	not_humanitarian
d456545457d4562f	data_image/iraq_iran_earthquake/16_11_2017/931240676951433216_0.jpg	not_informative	not_humanitarian
813b7e6e3b203da1	data_image/hurricane_harvey/12_9_2017/907738301129519105_0.jpg	not_informative	not_humanitarian
b7e958109b375718	data_image/hurricane_irma/18_9_2017/909921760975474688_0.jpg	not_informative	not_humanitarian
f18ec5fd89a0e115	data_image/hurricane_maria/9_11_2017/928590386628579328_0.jpg	not_informative	not_humanitarian
acd26f54a7956a21	data_image/hurricane_harvey/5_9_2017/905161615993131009_0.jpg	informative	infrastructure_and_utility_damage
948fe117691e8f4a	data_image/hurricane_maria/20_10_2017/921456943587356674_0.jpg	not_informative	not_humanitarian
8390f9f074dbf890	data_image/mexico_earthquake/21_9_2017/910688713167929344_0.jpg	informative	rescue_volunteering_or_donation_effort
c853a747152d2f2d	data_image/hurricane_maria/27_10_2017/923800660084015104_0.jpg	not_informative	not_humanitarian
a29ddd426ae6b113	data_image/srilanka_floods/3_7_2017/881807298930368513_0.jpg	informative	rescue_volunteering_or_donation_effort
fb3d00c26ca9ba36	data_image/hurricane_irma/7_9_2017/905715898815741952_0.jpg	not_informative	not_humanitarian
bd8ad0ad92f096cc	data_image/hurricane_irma/19_9_2017/910093650301997061_0.jpg	not_informative	not_humanitarian
e6e4f85ed26ce110	data_image/mexico_earthquake/23_9_2017/911623737136615426_0.jpg	informative	rescue_volunteering_or_donation_effort
969dddd6262e8c18	data_image/california_wildfires/17_10_2017/920365004427354113_0.jpg	informative	rescue_volunteering_or_donation_effort
8f52059d038ffc2e	data_image/hurricane_harvey/4_9_2017/904798850740875264_0.jpg	informative	infrastructure_and_utility_damage
f26ddc6e03b10758	data_image/hurricane_harvey/5_9_2017/905109888828940290_0.jpg	not_informative	not_humanitarian
caccd68ecad53522	data_image/hurricane_irma/18_9_2017/909779079213305864_0.jpg	informative	infrastructure_and_utility_damage
82075b7ab5bab813	data_image/srilanka_floods/31_5_2017/869954009963970560_0.jpg	informative	affected_individuals
98c26f17388fc738	data_image/hurricane_maria/25_9_2017/912425040339243008_1.jpg	not_informative	not_humanitarian
a6caaaf46a62614f	data_image/hurricane_irma/17_9_2017/909414669932040198_3.jpg	informative	rescue_volunteering_or_donation_effort
a6d299ee1c92e21d	data_image/hurricane_irma/19_9_2017/909944968642547712_0.jpg	not_informative	not_humanitarian
ad8d8547960b9b47	data_image/hurricane_harvey/15_9_2017/908710758925701121_0.jpg	not_informative	not_humanitarian
84cb7cf843aef501	data_image/hurricane_maria/5_10_2017/916060901169664005_0.jpg	not_informative	not_humanitarian
8fcea03273bb3b40	data_image/hurricane_maria/3_10_2017/915300370322219008_0.jpg	not_informative	not_humanitarian
aad58562e095bd35	data_image/hurricane_maria/22_10_2017/922015756140843008_1.jpg	informative	infrastructure_and_utility_damage
f1bf9cb023660e4c	data_image/hurricane_maria/21_9_2017/910799478491316224_0.jpg	informative	other_relevant_information
b3df69f389248780	data_image/hurricane_harvey/7_9_2017/905688373280612354_0.jpg	not_informative	not_humanitarian
8d55f1929aa8939b	data_image/hurricane_irma/18_9_2017/909760794497347587_0.jpg	informative	rescue_volunteering_or_donation_effort
f081c7bc18b3e46e	data_image/hurricane_harvey/27_8_2017/901655097293377536_3.jpg	informative	infrastructure_and_utility_damage
a581bcb23e784a9e	data_image/hurricane_irma/18_9_2017/909811026929045505_0.jpg	not_informative	not_humanitarian
e47abb1a8a2c36ca	data_image/hurricane_harvey/6_9_2017/905498554332000256_3.jpg	informative	infrastructure_and_utility_damage
cb4aa0a58fdac94d	data_image/hurricane_maria/5_10_2017/916020972007903232_0.jpg	not_informative	not_humanitarian
f00f721d07fdbc80	data_image/hurricane_maria/24_9_2017/912013287184666624_0.jpg	not_informative	not_humanitarian
949d731c67e00e67	data_image/hurricane_harvey/7_9_2017/905848145824899073_0.jpg	informative	other_relevant_information
ab14d86a225d7a6b	data_image/hurricane_maria/30_9_2017/913968824969420802_0.jpg	informative	other_relevant_information
95686abc2d966297	data_image/california_wildfires/11_10_2017/917973346976968704_0.jpg	informative	infrastructure_and_utility_damage
b80927b95b4f7c84	data_image/hurricane_maria/6_10_2017/916094829125427200_0.jpg	informative	rescue_volunteering_or_donation_effort
93ab740f8378dc0b	data_image/hurricane_harvey/15_9_2017/908519696386818048_0.jpg	not_informative	not_humanitarian
c2d25ccd95a9cb31	data_image/hurricane_irma/17_9_2017/909412920160804864_0.jpg	informative	infrastructure_and_utility_damage
cbef93db24902433	data_image/hurricane_maria/20_9_2017/910555672315666433_0.jpg	informative	other_relevant_information
8989df78b22aa5d8	data_image/hurricane_maria/20_10_2017/921364937661976576_0.jpg	informative	infrastructure_and_utility_damage
91ac6a956e956e91	data_image/hurricane_maria/20_10_2017/921478912516882432_0.jpg	not_informative	not_humanitarian
c0c227e96e0f3937	data_image/hurricane_irma/19_9_2017/910013579662782464_0.jpg	not_informative	not_humanitarian
fa8081ff40ecd783	data_image/hurricane_harvey/3_9_2017/904228902943440896_0.jpg	not_informative	not_humanitarian
cc31b986f3cc2798	data_image/california_wildfires/16_10_2017/919776289879453701_0.jpg	not_informative	not_humanitarian
8cf2ade3946b5438	data_image/hurricane_maria/24_10_2017/922915063958200320_0.jpg	not_informative	not_humanitarian
fc443974f3155472	data_image/mexico_earthquake/30_9_2017/914252814863314944_0.jpg	informative	rescue_volunteering_or_donation_effort
d591b6ec2c3d403e	data_image/hurricane_maria/24_10_2017/922959652719120389_0.jpg	informative	rescue_volunteering_or_donation_effort
c0c2fedaf0a5151d	data_image/hurricane_harvey/3_9_2017/904216828984967168_0.jpg	informative	infrastructure_and_utility_damage
87b6de3c15209cbc	data_image/hurricane_irma/19_9_2017/910163291833606144_0.jpg	not_informative	not_humanitarian
f4a0f5fb4285250f	data_image/hurricane_irma/19_9_2017/910130917137625089_0.jpg	not_informative	not_humanitarian
94bb40543b665bab	data_image/mexico_earthquake/20_9_2017/910538402759618561_1.jpg	not_informative	not_humanitarian
cce71758ca313c3c	data_image/hurricane_harvey/9_9_2017/906649075717509120_0.jpg	informative	other_relevant_information
a6489036888ebfef	data_image/hurricane_harvey/17_9_2017/909303999832231937_0.jpg	informative	rescue_volunteering_or_donation_effort
b7687040a67b5cf4	data_image/hurricane_harvey/5_9_2017/905043347852558337_0.jpg	informative	rescue_volunteering_or_donation_effort
ec53d6f80d242772	data_image/hurricane_irma/18_9_2017/909906132142981120_0.jpg	not_informative	not_humanitarian
e36394c622ce256f	data_image/hurricane_irma/18_9_2017/909706353513521152_0.jpg	not_informative	not_humanitarian
d0423f3def66b030	data_image/hurricane_irma/7_9_2017/905636413265383424_0.jpg	not_informative	not_humanitarian
d895e8ea67a4427a	data_image/california_wildfires/16_10_2017/919967044795187201_0.jpg	informative	rescue_volunteering_or_donation_effort
ef3f15e881e1b049	data_image/mexico_earthquake/27_9_2017/913102526383144961_1.jpg	informative	infrastructure_and_utility_damage
943e6be1c28d3ed0	data_image/hurricane_harvey/3_9_2017/904468847708827648_0.jpg	not_informative	not_humanitarian
a3536717a4d16d19	data_image/hurricane_harvey/8_9_2017/906243189253820416_0.jpg	not_informative	not_humanitarian
89c1d41e32698f7e	data_image/hurricane_harvey/27_8_2017/901646559384829953_0.jpg	informative	infrastructure_and_utility_damage
86322aaec31d3ee3	data_image/hurricane_irma/18_9_2017/909913791865004033_1.jpg	not_informative	not_humanitarian
eec0978cdc61a33a	data_image/hurricane_harvey/5_9_2017/905161654521913344_1.jpg	informative	rescue_volunteering_or_donation_effort
9e4773744cd1638c	data_image/hurricane_maria/20_10_2017/921377192294141952_0.jpg	not_informative	not_humanitarian
f0abd6a02cab95c9	data_image/hurricane_harvey/8_9_2017/905959700570755074_1.jpg	not_informative	not_humanitarian
ab34c6992f87d06c	data_image/srilanka_floods/1_6_2017/870298152179519488_0.jpg	not_informative	not_humanitarian
870d78f25b7225a5	data_image/srilanka_floods/18_6_2017/876475635912237057_0.jpg	not_informative	not_humanitarian
94e1c34bdbd4cc83	data_image/hurricane_maria/6_10_2017/916239884976668672_0.jpg	informative	rescue_volunteering_or_donation_effort
b366cc9933b34664	data_image/hurricane_harvey/10_9_2017/906983382290194433_0.jpg	informative	infrastructure_and_utility_damage
c78f3c1a39717861	data_image/hurricane_harvey/4_9_2017/904823074398154752_0.jpg	not_informative	not_humanitarian
f5753c72c321183d	data_image/hurricane_harvey/11_9_2017/907095681185153024_0.jpg	informative	other_relevant_information
913e5d2e49c19ee2	data_image/iraq_iran_earthquake/13_11_2017/930088679141527552_0.jpg	not_informative	not_humanitarian
e562b12c0bcdf166	data_image/hurricane_maria/30_9_2017/914208173644541952_1.jpg	not_informative	not_humanitarian
b1e320c6c1eadb4e	data_image/hurricane_irma/18_9_2017/909841770330120197_0.jpg	not_informative	not_humanitarian
8d9768740a8d4f6b	data_image/california_wildfires/17_10_2017/920412988657602561_0.jpg	not_informative	not_humanitarian
d228b5e43993eb43	data_image/hurricane_harvey/15_9_2017/908750802121920513_0.jpg	not_informative	not_humanitarian
dfff7e6880802b28	data_image/hurricane_irma/17_9_2017/909388126489112576_1.jpg	not_informative	not_humanitarian
df69f4900397b053	data_image/mexico_earthquake/1_10_2017/914344276225556480_0.jpg	informative	other_relevant_information
f6c64c1b41ea8774	data_image/srilanka_floods/17_6_2017/876098072589328384_0.jpg	not_informative	not_humanitarian
9de0478c93b0d31f	data_image/hurricane_harvey/3_9_2017/904406675649478656_0.jpg	informative	rescue_volunteering_or_donation_effort
bd4bd6f0c18592f0	data_image/mexico_earthquake/24_9_2017/911950273312022529_0.jpg	not_informative	not_humanitarian
f0e2650bc9b6cc1e	data_image/mexico_earthquake/21_9_2017/910759482669649920_0.jpg	not_informative	not_humanitarian
d446abb181aaced5	data_image/hurricane_irma/18_9_2017/909802300679520257_0.jpg	not_informative	not_humanitarian
928d653279c69e93	data_image/mexico_earthquake/21_9_2017/910697548016320512_0.jpg	not_informative	not_humanitarian
c1b41c49eb8f646b	data_image/hurricane_harvey/7_9_2017/905860630804127750_0.jpg	informative	affected_individuals
84ffe28e5a299c91	data_image/hurricane_maria/29_9_2017/913845125943500801_0.jpg	informative	infrastructure_and_utility_damage
acf6cc88ce5f88a1	data_image/hurricane_maria/23_9_2017/911667821586915329_0.jpg	informative	infrastructure_and_utility_damage
f508dc0e87b1f0d3	data_image/hurricane_harvey/6_9_2017/905408423688368129_0.jpg	informative	rescue_volunteering_or_donation_effort
f50298f95e6f0703	data_image/california_wildfires/15_10_2017/919668662688239627_0.jpg	informative	other_relevant_information
c53e20e3e448aff4	data_image/hurricane_irma/19_9_2017/910189349425295365_0.jpg	not_informative	not_humanitarian
b19f484ca7196bb8	data_image/hurricane_maria/24_9_2017/912082791243948035_0.jpg	informative	other_relevant_information
933c0c89bf0d43ed	data_image/hurricane_harvey/5_9_2017/905082549369798657_0.jpg	informative	infrastructure_and_utility_damage
f399066a0d67e0b5	data_image/hurricane_harvey/11_9_2017/907212624093474816_0.jpg	not_informative	not_humanitarian
afd0d495d2959516	data_image/hurricane_irma/18_9_2017/909887514844041217_1.jpg	informative	other_relevant_information
ea75850abd55b00f	data_image/hurricane_harvey/14_9_2017/908414172622409730_0.jpg	informative	other_relevant_information
ed88f88f2670ee05	data_image/hurricane_irma/19_9_2017/910246669886869512_0.jpg	not_informative	not_humanitarian
9736684d4e694979	data_image/hurricane_maria/23_10_2017/922533989499281408_0.jpg	not_informative	not_humanitarian
f1bcf402c84caf65	data_image/mexico_earthquake/24_9_2017/911974797113950208_0.jpg	informative	infrastructure_and_utility_damage
af78da83e0309c7c	data_image/hurricane_harvey/11_9_2017/907076526880858112_0.jpg	not_informative	not_humanitarian
c7a436cb3cc33499	data_image/hurricane_maria/20_10_2017/921363636479774720_0.jpg	not_informative	not_humanitarian
a6d798a8282b6b57	data_image/hurricane_irma/19_9_2017/910228222780018688_0.jpg	not_informative	not_humanitarian
8afb049b3bc639c4	data_image/mexico_earthquake/21_9_2017/910727799924719616_0.jpg	informative	other_relevant_information
b926ca45d4ab661b	data_image/iraq_iran_earthquake/13_11_2017/929989443913691136_0.jpg	informative	affected_individuals
cf1b9330c3657a85	data_image/mexico_earthquake/21_9_2017/910700764808564736_0.jpg	informative	infrastructure_and_utility_damage
a99f1402a503bb7f	data_image/hurricane_irma/18_9_2017/909827894339235840_0.jpg	informative	infrastructure_and_utility_damage
dacabd292986dc29	data_image/california_wildfires/18_10_2017/920661807936823297_0.jpg	informative	infrastructure_and_utility_damage
b6e5401e29bcd6ca	data_image/mexico_earthquake/20_9_2017/910586516967088128_0.jpg	not_informative	not_humanitarian
f3e70f3162e1c1d0	data_image/hurricane_harvey/6_9_2017/905310580369711105_1.jpg	not_informative	not_humanitarian
dea4699ab5996845	data_image/mexico_earthquake/25_9_2017/912263967401287680_0.jpg	not_informative	not_humanitarian
afba43a72918b8b4	data_image/hurricane_irma/17_9_2017/909450573099016192_1.jpg	not_informative	not_humanitarian
8d05b7e8f2d41ac6	data_image/hurricane_harvey/11_9_2017/907335902334263297_0.jpg	informative	other_relevant_information
c886156e4bb59c79	data_image/hurricane_maria/6_10_2017/916241210485956608_0.jpg	not_informative	not_humanitarian
dad2b2f2acecac20	data_image/srilanka_floods/3_6_2017/870855346516111361_0.jpg	not_informative	not_humanitarian
931f6cec151b6a25	data_image/california_wildfires/18_10_2017/920720742370742272_0.jpg	informative	infrastructure_and_utility_damage
9ac5572a3b1465b5	data_image/mexico_earthquake/23_9_2017/911641324297887745_0.jpg	informative	rescue_volunteering_or_donation_effort
b33d3e380f879941	data_image/iraq_iran_earthquake/13_11_2017/930017315378356224_0.jpg	informative	infrastructure_and_utility_damage
fb936c839be0c168	data_image/hurricane_harvey/3_9_2017/904262166584344576_0.jpg	informative	rescue_volunteering_or_donation_effort
d7fce06b8e1915c0	data_image/mexico_earthquake/29_9_2017/913772923772719105_0.jpg	informative	affected_individuals
